31102105    Literary 	68.9
34129753	Literary 	72.6
34129755	Literary 	63.4
34129759	Literary 	62.5
34129761	Literary 	57.4
34129765	Literary 	83.9
34129770	Literary 	54.4
34129771	Literary 	82.6
34129775	Literary 	61.9
34129785	Literary 	67.4
34129786	Literary 	65.4
34129788	Literary 	83.4
34129790	Literary 	74
34129791	Literary 	54.4
34129793	Literary 	68.1
34129794	Literary 	79.9
34129796	Literary 	65
34129797	Literary 	69
34129798	Literary 	58.9
34129802	Literary 	59.9
34129806	Literary 	62.7
34129811	Literary 	65.9
34129812	Literary 	62
34129813	Literary 	55.6
34129814	Literary 	61.6
34129815	Literary 	65
34129818	Literary 	55.4
34129819	Literary 	60.6
34129822	Literary 	83.9
34129824	Literary 	50.1
34129826	Literary 	56.6
34129827	Literary 	83.4
34129828	Literary 	62.6
34129829	Literary 	82.4
34129830	Literary 	76.6
34129831	Literary 	65.9
34129833	Literary 	56.9
34129835	Literary 	58.7
34129838	Literary 	70.4
34129839	Literary 	67.7
34129840	Literary 	60.1
34129842	Literary 	65.6
34129844	Literary 	55.6
34129848	Literary 	56.4
34129849	Literary 	91
34129850	Literary 	69.7
34129852	Literary 	96.3
34129855	Literary 	58.3
34129856	Literary 	54.6
34129857	Literary 	66.9
34129859	Literary 	62.9
34129860	Literary 	85.4
34129862	Literary 	64.6
34129864	Literary 	66.3
34129865	Literary 	59.3
34129866	Literary 	68.9
34129867	Literary 	69.6
34129869	Literary 	60.3
34129870	Literary 	71.4
34129872	Literary 	66.6
34129873	Literary 	89.3
34129879	Literary 	72.7
34129882	Literary 	80.6
34129883	Literary 	69.3
34129884	Literary 	63.6
34129886	Literary 	75.1
34129889	Literary 	66.7
34129890	Literary 	78.4
34129892	Literary 	74.4
34129896	Literary 	61.3
34129899	Literary 	74.7
34129901	Literary 	63.7
34129903	Literary 	55.4
34129904	Literary 	72
34129906	Literary 	76.4
34129907	Literary 	79.9
34129911	Literary 	79.6
34129917	Literary 	75
34129918	Literary 	84.1
34129922	Literary 	52.6
34129927	Literary 	90.9
34129928	Literary 	55.9
34129930	Literary 	58.4
34129932	Literary 	70.9
34129936	Literary 	59.1
34129937	Literary 	61.1
34129940	Literary 	76.1
34129944	Literary 	72.3
34129945	Literary 	55.4
34129946	Literary 	63.7
34129947	Literary 	77.1
34129949	Literary 	57
34129953	Literary 	77.6
34129954	Literary 	78.7
34129955	Literary 	77
34129957	Literary 	62.4
34129958	Literary 	57.7
34129960	Literary 	83.7
34129961	Literary 	75.4
34129962	Literary 	67.4
34129966	Literary 	57.9
34129967	Literary 	58.3
34129972	Literary 	68.1
34129973	Literary 	85.1
34129975	Literary 	59.7
34129976	Literary 	54.7
34129977	Literary 	73.9
34129979	Literary 	65.3
34129983	Literary 	73.4
34129986	Literary 	72
34129987	Literary 	64.7
34129988	Literary 	63.1
34129992	Literary 	73.1
34129993	Literary 	69
34129997	Literary 	55.7
34129998	Literary 	70.4
34129999	Literary 	66.3
34130000	Literary 	61
34130002	Literary 	66.1
34130003	Literary 	67
34130004	Literary 	66.7
34130005	Literary 	60.1
34130006	Literary 	67.3
34130007	Literary 	72.7
34130009	Literary 	81.7
34130010	Literary 	63.7
34130012	Literary 	53.7
34130013	Literary 	69.9
34130014	Literary 	75.1
34130016	Literary 	78.9
34130017	Literary 	65.4
34130018	Literary 	82
34130019	Literary 	72.3
34130021	Literary 	75.3
34130023	Literary 	86.3
34130026	Literary 	61.4
34130032	Literary 	82.7
34130033	Literary 	80.4
34130034	Literary 	84.4
34130035	Literary 	65.6
34130038	Literary 	57.4
34130039	Literary 	67.4
34130041	Literary 	55
34130043	Literary 	73.1
34130044	Literary 	71.3
34130046	Literary 	68.4
34130047	Literary 	76.4
34130048	Literary 	67.1
34130049	Literary 	72.3
34130054	Literary 	62.9
34130057	Literary 	76.7
34130059	Literary 	85.7
34130063	Literary 	63.7
34130067	Literary 	74.6
34130074	Literary 	88
34130075	Literary 	77.3
34130078	Literary 	62.7
34130079	Literary 	59.4
34130081	Literary 	77.9
34130082	Literary 	60.4
34130083	Literary 	63.9
34130084	Literary 	76.7
34130086	Literary 	72.1
34130087	Literary 	63.7
34130091	Literary 	67.7
34130092	Literary 	70.4
34130094	Literary 	78.7
34130095	Literary 	70.3
34130099	Literary 	69.7
34130103	Literary 	84.9
34130106	Literary 	77.1
34130107	Literary 	65.9
34130110	Literary 	64.6
34130113	Literary 	82.3
34130115	Literary 	59
34130120	Literary 	62.9
34130123	Literary 	58.3
34130128	Literary 	60.3
34130129	Literary 	67.9
34130132	Literary 	80.3
34130134	Literary 	83.9
34130135	Literary 	71.6
34130136	Literary 	85.7
34130137	Literary 	73.4
34130138	Literary 	86.3
34130139	Literary 	72.9
34130142	Literary 	59.1
34130143	Literary 	90.6
34130145	Literary 	63.9
34130146	Literary 	61.6
34130151	Literary 	60.7
34130153	Literary 	63
34130160	Literary 	61.1
34130161	Literary 	70.7
34130165	Literary 	65.9
34130166	Literary 	54.3
34130167	Literary 	61.6
34130505	Literary 	66.3
34130521	Literary 	62
34130522	Literary 	66.1
34130537	Literary 	59.6
34130542	Literary 	57.1
34130549	Literary 	59.9
34130560	Literary 	57.6
34130566	Literary 	50.7
34130587	Literary 	59.9
34130592	Literary 	57.1
34130605	Literary 	55.3
34130609	Literary 	57.9
34130610	Literary 	65.4
34130611	Literary 	73.6
34130614	Literary 	78.9
34130617	Literary 	62.4
34130651	Literary 	76.6
34130666	Literary 	55.1
34130671	Literary 	80.6
34130683	Literary 	58.3
34130711	Literary 	63.1
34130714	Literary 	86.4
34130719	Literary 	65
34131201	Literary 	69.1
34131202	Literary 	67.9
34131203	Literary 	74.4
34131208	Literary 	57.3
34131209	Literary 	84.6
34131210	Literary 	89.7
34131211	Literary 	70
34131213	Literary 	83.6
34131214	Literary 	62
34131215	Literary 	82
34131216	Literary 	58.3
34131219	Literary 	70.6
34131220	Literary 	87.9
34131221	Literary 	73.7
34131222	Literary 	93.1
34131224	Literary 	80.9
34131225	Literary 	87.1
34131226	Literary 	86
34131227	Literary 	64.3
34131228	Literary 	67.3
34131229	Literary 	81.3
34131230	Literary 	73.1
34131231	Literary 	70
34131232	Literary 	75
34131234	Literary 	92.7
34131235	Literary 	55.9
34131236	Literary 	98.7
34131237	Literary 	84.7
34131238	Literary 	64.7
34131239	Literary 	80.4
34131240	Literary 	67.9
34131241	Literary 	88
34131242	Literary 	76.1
34131243	Literary 	72.3
34131244	Literary 	67.3
34131245	Literary 	94.6
34131246	Literary 	76.1
34131247	Literary 	87
34131248	Literary 	71.3
34131249	Literary 	88.3
34131250	Literary 	59.9
34131252	Literary 	80.1
34131254	Literary 	95.9
34131255	Literary 	90.7
34131256	Literary 	87.4
34131257	Literary 	92
34131258	Literary 	59
34131259	Literary 	56.6
34131260	Literary 	61.4
34131262	Literary 	69.3
34131263	Literary 	56.6
34131264	Literary 	61.4
34131265	Literary 	76.7
34131266	Literary 	59.4
34131267	Literary 	71.1
34131268	Literary 	61.3
34131269	Literary 	84.4
34131270	Literary 	85.4
34131271	Literary 	66
34131272	Literary 	78
34131273	Literary 	78.7
34131275	Literary 	85.3
34131278	Literary 	94.7
34131281	Literary 	68.9
34131283	Literary 	70.3
34131284	Literary 	65.4
34131289	Literary 	73.6
34131290	Literary 	51.7
34131292	Literary 	86.9
34131293	Literary 	84.4
34131296	Literary 	75.9
34131297	Literary 	88.9
34131299	Literary 	66
34131301	Literary 	65.9
34131303	Literary 	93.3
34131304	Literary 	59.1
34131305	Literary 	88.9
34131307	Literary 	79.6
34131310	Literary 	56.4
34131312	Literary 	77.4
34131313	Literary 	72
34131314	Literary 	90.4
34131316	Literary 	76.3
34131317	Literary 	97.3
34131318	Literary 	81
34131319	Literary 	93
34131320	Literary 	63.6
34131322	Literary 	63.9
34131323	Literary 	58.9
34131325	Literary 	72.9
34131327	Literary 	89.4
34131328	Literary 	94.3
34131330	Literary 	57.4
34131331	Literary 	63
34131332	Literary 	85
34131333	Literary 	83.6
34131334	Literary 	74.1
34131335	Literary 	86.6
34131336	Literary 	80.1
34131337	Literary 	64.6
34131338	Literary 	78
34131339	Literary 	63
34131340	Literary 	67.9
34131341	Literary 	82.4
34131342	Literary 	72.1
34131343	Literary 	66.4
34131344	Literary 	68.9
34131346	Literary 	63.6
34131348	Literary 	92
34131349	Literary 	85.4
34131350	Literary 	57
34131351	Literary 	52.9
34131353	Literary 	73.4
34131355	Literary 	56.6
34131357	Literary 	94
34131358	Literary 	68.7
34131359	Literary 	84.1
34131361	Literary 	52.1
34131363	Literary 	70.1
34131365	Literary 	62.3
34131366	Literary 	60.4
34131368	Literary 	60.7
34131370	Literary 	86.3
34131371	Literary 	83.9
34131372	Literary 	89.3
34131374	Literary 	91.9
34131375	Literary 	60.1
34131377	Literary 	83.3
34131378	Literary 	84.6
34131381	Literary 	84.7
34131383	Literary 	60.7
34131384	Literary 	78.9
34131385	Literary 	73.7
34131386	Literary 	65.7
34131387	Literary 	74.1
34131388	Literary 	54.1
34131389	Literary 	70.9
34131391	Literary 	95.1
34131392	Literary 	79.1
34131393	Literary 	85.1
34131394	Literary 	58.9
34131398	Literary 	80.9
34131400	Literary 	76.1
34131402	Literary 	77.6
34131403	Literary 	64.7
34131404	Literary 	94.4
34131406	Literary 	77.3
34131407	Literary 	86.1
34131410	Literary 	93.4
34131411	Literary 	62.3
34131412	Literary 	65
34131413	Literary 	71.7
34131414	Literary 	92.1
34131415	Literary 	88
34131416	Literary 	68.9
34131417	Literary 	85.9
34131418	Literary 	88.3
34131419	Literary 	55.1
34131421	Literary 	59.4
34131422	Literary 	64.7
34131423	Literary 	74.3
34131424	Literary 	71.9
34131425	Literary 	90
34131426	Literary 	86
34131427	Literary 	71.6
34131429	Literary 	62.7
34131431	Literary 	55.7
34131434	Literary 	81
34131436	Literary 	76.1
34131437	Literary 	63.1
34131438	Literary 	76.7
34131439	Literary 	82.6
34131443	Literary 	82.7
34131444	Literary 	87.7
34131445	Literary 	77.6
34131449	Literary 	80.1
34131450	Literary 	57.3
34131451	Literary 	59.9
34131452	Literary 	64.9
34131453	Literary 	62
34131454	Literary 	82.4
34131457	Literary 	60.9
34131458	Literary 	60
34131459	Literary 	77
34131460	Literary 	56.6
34131462	Literary 	58.9
34131463	Literary 	66.9
34131465	Literary 	95.6
34131466	Literary 	81.9
34131467	Literary 	81.9
34131470	Literary 	75
34131471	Literary 	66.6
34131472	Literary 	79
34131474	Literary 	57.1
34131477	Literary 	66.1
34131478	Literary 	62
34131479	Literary 	74.4
34131481	Literary 	82.1
34131482	Literary 	82.7
34131483	Literary 	67.7
34131484	Literary 	55.6
34131485	Literary 	52.9
34131487	Literary 	80.7
34131488	Literary 	83.6
34131489	Literary 	70.1
34131490	Literary 	84.3
34131491	Literary 	69.6
34131492	Literary 	91.9
34131493	Literary 	74.7
34131494	Literary 	94.1
34131495	Literary 	60.9
34131498	Literary 	96.7
34131499	Literary 	64.6
34131501	Literary 	65.6
34131502	Literary 	72.7
34131503	Literary 	75.6
34131505	Literary 	57.6
34131507	Literary 	72.1
34131509	Literary 	89.4
34131510	Literary 	59.4
34131511	Literary 	94.7
34131512	Literary 	84.7
34131513	Literary 	58.7
34131514	Literary 	94.3
34131515	Literary 	68.1
34131516	Literary 	73.1
34131517	Literary 	61.7
34131520	Literary 	86
34131521	Literary 	79.9
34131523	Literary 	89.4
34131526	Literary 	87.4
34131527	Literary 	63.9
34131528	Literary 	64.7
34131530	Literary 	73
34131532	Literary 	74.4
34131534	Literary 	75.4
34131535	Literary 	79.6
34131537	Literary 	76
34131538	Literary 	60.1
34131539	Literary 	66.7
34131540	Literary 	59.4
34131542	Literary 	58.3
34131543	Literary 	84.7
34131544	Literary 	68.6
34131545	Literary 	54.7
34131546	Literary 	81.6
34131548	Literary 	58.7
34131549	Literary 	79.1
34131550	Literary 	69.4
34131552	Literary 	95.3
34131553	Literary 	88.1
34131554	Literary 	75.7
34131555	Literary 	66
34131556	Literary 	91.1
34131557	Literary 	84.9
34131559	Literary 	67
34131562	Literary 	96.1
34131564	Literary 	90.7
34131565	Literary 	85.7
34131566	Literary 	82
34131567	Literary 	90.4
34131569	Literary 	75.1
34131570	Literary 	72.4
34131571	Literary 	66
34131572	Literary 	69.9
34131573	Literary 	90.4
34131574	Literary 	76.6
34131578	Literary 	70.3
34131579	Literary 	83
34131580	Literary 	85.9
34131581	Literary 	67.1
34131582	Literary 	86.6
34131584	Literary 	62.6
34131585	Literary 	60.9
34131586	Literary 	89.1
34131587	Literary 	86.7
34131589	Literary 	87.9
34131591	Literary 	92.1
34131593	Literary 	78.3
34131595	Literary 	79.4
34131597	Literary 	86.6
34131599	Literary 	86.1
34131600	Literary 	82.9
34131601	Literary 	86
34131602	Literary 	62.9
34131603	Literary 	56.6
34131604	Literary 	81.3
34131605	Literary 	77.7
34131606	Literary 	82.3
34131607	Literary 	63
34131608	Literary 	64.4
34131609	Literary 	61.6
34131610	Literary 	73.4
34131612	Literary 	78.6
34131613	Literary 	81.9
34131614	Literary 	66.7
34131615	Literary 	85.3
34131616	Literary 	73.3
34131617	Literary 	81.6
34131618	Literary 	80.4
34131619	Literary 	70.1
34131620	Literary 	67.4
34131622	Literary 	74.9
34131623	Literary 	91.7
34131624	Literary 	61.1
34131626	Literary 	89
34131627	Literary 	58.3
34131629	Literary 	90
34131630	Literary 	83
34131632	Literary 	73.9
34131635	Literary 	70.7
34131637	Literary 	87.6
34131639	Literary 	84.1
34131641	Literary 	96.9
34131642	Literary 	97.7
34131643	Literary 	96
34131644	Literary 	96.4
34131645	Literary 	56.6
34131646	Literary 	79.3
34131647	Literary 	93.4
34131648	Literary 	81.9
34131649	Literary 	71.1
34131650	Literary 	94.9
34131651	Literary 	89.7
34131652	Literary 	67.9
34131653	Literary 	72.4
34131654	Literary 	57.4
34131655	Literary 	75.3
34131656	Literary 	74
34131657	Literary 	78.6
34131658	Literary 	96.3
34131659	Literary 	78.6
34131660	Literary 	70.7
34131661	Literary 	79.4
34131663	Literary 	88.4
34131664	Literary 	73.4
34131665	Literary 	71.6
34131666	Literary 	90.1
34131667	Literary 	60.7
34131669	Literary 	57.6
34131670	Literary 	82.9
34131671	Literary 	61.6
34131672	Literary 	69.1
34131673	Literary 	75.7
34131675	Literary 	53.6
34131676	Literary 	91.4
34131677	Literary 	74.7
34131678	Literary 	84.1
34131679	Literary 	54.3
34131680	Literary 	88.3
34131681	Literary 	74.1
34131682	Literary 	97.1
34131683	Literary 	85.9
34131684	Literary 	92.4
34131685	Literary 	56.1
34131686	Literary 	63.6
34131688	Literary 	93.4
34131689	Literary 	59.7
34131690	Literary 	57.1
34131691	Literary 	68.9
34131692	Literary 	77.6
34131693	Literary 	67.9
34131695	Literary 	61.7
34131696	Literary 	83.6
34131697	Literary 	84.4
34131700	Literary 	55.1
34131702	Literary 	59.9
34131704	Literary 	92.1
34131705	Literary 	76.7
34131706	Literary 	92.7
34131707	Literary 	72.6
34131708	Literary 	70.3
34131709	Literary 	81
34131710	Literary 	78.6
34131711	Literary 	90.9
34131712	Literary 	69.7
34131713	Literary 	63.3
34131714	Literary 	83.9
34131715	Literary 	83.4
34131716	Literary 	70.7
34131718	Literary 	76.1
34131720	Literary 	58.9
34131721	Literary 	73.6
34131723	Literary 	73.6
34131724	Literary 	75.3
34131725	Literary 	62.4
34131726	Literary 	74.7
34131727	Literary 	83.3
34131728	Literary 	85
34131730	Literary 	72
34131731	Literary 	85.4
34131732	Literary 	95.1
34131733	Literary 	67.4
34131734	Literary 	75.3
34131736	Literary 	60.7
34131738	Literary 	94.9
34131740	Literary 	63.3
34131741	Literary 	74
34131743	Literary 	86.6
34131744	Literary 	51.1
34131745	Literary 	92.6
34131746	Literary 	65.6
34131747	Literary 	76.6
34131748	Literary 	70
34131749	Literary 	82.6
34131750	Literary 	66.9
34131751	Literary 	65.6
34131752	Literary 	90.1
34131753	Literary 	91.7
34131754	Literary 	73
34131755	Literary 	93
34131756	Literary 	91.3
34131758	Literary 	89
34131759	Literary 	80.7
34131760	Literary 	76.3
34131761	Literary 	94.4
34131763	Literary 	88.1
34131764	Literary 	82
34131765	Literary 	70.7
34131766	Literary 	76.1
34131767	Literary 	72.6
34131768	Literary 	75.3
34131770	Literary 	57.3
34131771	Literary 	63.3
34131772	Literary 	81.4
34131773	Literary 	74.9
34131776	Literary 	92.6
34131777	Literary 	65.1
34131778	Literary 	88.6
34131779	Literary 	81.1
34131780	Literary 	94.1
34131782	Literary 	74
34131783	Literary 	63.9
34131784	Literary 	83.1
34131785	Literary 	64.7
34131786	Literary 	93.6
34131787	Literary 	73.9
34131788	Literary 	78.6
34131789	Literary 	53.9
34131790	Literary 	84.1
34131791	Literary 	66.9
34131792	Literary 	91.1
34131793	Literary 	81.4
34131794	Literary 	86.7
34131795	Literary 	84.1
34131796	Literary 	50.4
34131797	Literary 	96.1
34131798	Literary 	73.3
34131799	Literary 	72
34131801	Literary 	58.4
34131802	Literary 	79.1
34131805	Literary 	89.3
34131806	Literary 	68.7
34131807	Literary 	71
34131810	Literary 	89.7
34131811	Literary 	86.1
34131812	Literary 	66.4
34131813	Literary 	80.9
34131815	Literary 	84.6
34131816	Literary 	57.7
34131817	Literary 	82.3
34131818	Literary 	89.6
34131819	Literary 	74.3
34131820	Literary 	82.3
34131821	Literary 	73.7
34131822	Literary 	92.6
34131823	Literary 	82.9
34131824	Literary 	75
34131825	Literary 	62.9
34131826	Literary 	73.9
34131827	Literary 	63
